run_number,ifrs_group_code,currency_code,time_period,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58005,CANCELLATION_OF_EVENT_NSPNG_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
59005,CANCELLATION_OF_EVENT_NSPNG_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
,CANCELLATION_OF_EVENT_NSPNG_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
52005,CANCELLATION_OF_EVENT_NSPNG_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
53005,CANCELLATION_OF_EVENT_NSPNG_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
57005,CANCELLATION_OF_EVENT_NSPNG_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
58005,KASKO_TP_NSPBO_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
59005,KASKO_TP_NSPBO_2019,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
