run_number,ifrs_group_code,currency_code,time_period,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31,2026-04-30,2026-05-31,2026-06-30,2026-07-31,2026-08-31,2026-09-30,2026-10-31,2026-11-30,2026-12-31,2027-01-31,2027-02-28,2027-03-31,2027-04-30,2027-05-31,2027-06-30,2027-07-31,2027-08-31,2027-09-30,2027-10-31,2027-11-30,2027-12-31,2028-01-31,2028-02-29,2028-03-31,2028-04-30,2028-05-31,2028-06-30,2028-07-31,2028-08-31,2028-09-30,2028-10-31,2028-11-30,2028-12-31,2029-01-31,2029-02-28,2029-03-31,2029-04-30,2029-05-31,2029-06-30,2029-07-31,2029-08-31,2029-09-30,2029-10-31,2029-11-30,2029-12-31,2030-01-31,2030-02-28,2030-03-31,2030-04-30,2030-05-31,2030-06-30,2030-07-31,2030-08-31,2030-09-30,2030-10-31,2030-11-30,2030-12-31,2031-01-31,2031-02-28,2031-03-31,2031-04-30,2031-05-31,2031-06-30,2031-07-31,2031-08-31,2031-09-30,2031-10-31,2031-11-30,2031-12-31,2032-01-31,2032-02-29,2032-03-31,2032-04-30,2032-05-31,2032-06-30,2032-07-31,2032-08-31,2032-09-30,2032-10-31,2032-11-30,2032-12-31,2033-01-31,2033-02-28,2033-03-31,2033-04-30,2033-05-31,2033-06-30,2033-07-31,2033-08-31,2033-09-30,2033-10-31,2033-11-30,2033-12-31,2034-01-31,2034-02-28,2034-03-31,2034-04-30,2034-05-31,2034-06-30,2034-07-31,2034-08-31,2034-09-30,2034-10-31,2034-11-30,2034-12-31,2035-01-31,2035-02-28,2035-03-31,2035-04-30,2035-05-31,2035-06-30,2035-07-31,2035-08-31,2035-09-30,2035-10-31,2035-11-30,2035-12-31,2036-01-31,2036-02-29,2036-03-31,2036-04-30,2036-05-31,2036-06-30,2036-07-31,2036-08-31,2036-09-30,2036-10-31,2036-11-30,2036-12-31,2037-01-31,2037-02-28,2037-03-31,2037-04-30,2037-05-31,2037-06-30,2037-07-31,2037-08-31,2037-09-30,2037-10-31,2037-11-30,2037-12-31,2038-01-31,2038-02-28,2038-03-31,2038-04-30,2038-05-31,2038-06-30,2038-07-31,2038-08-31,2038-09-30,2038-10-31,2038-11-30,2038-12-31
2005,BIG_BUSINESS_NSPBO_2017,ILS,Month,,,,,,,,,,,,,-0.000376226,-0.000376226,-0.000376226,-0.000465672,-0.000465672,-0.000465672,-0.000573869,-0.000573869,-0.000573869,-0.00064416,-0.00064416,-0.00064416,-0.00081027,-0.00081027,-0.00081027,-0.001054047,-0.001054047,-0.001054047,-0.001038645,-0.001038645,-0.001038645,-0.000763405,-0.000763405,-0.000763405,-0.000613281,-0.000613281,-0.000613281,-0.000588444,-0.000588444,-0.000588444,-0.000563621,-0.000563621,-0.000563621,-0.000538787,-0.000538787,-0.000538787,-0.000517755,-0.000517755,-0.000517755,-0.000500501,-0.000500501,-0.000500501,-0.000483245,-0.000483245,-0.000483245,-0.000465989,-0.000465989,-0.000465989,-0.000448747,-0.000448747,-0.000448747,-0.000431489,-0.000431489,-0.000431489,-0.000414249,-0.000414249,-0.000414249,-0.000397011,-0.000397011,-0.000397011,-0.000363929,-0.000363929,-0.000363929,-0.00031507,-0.00031507,-0.00031507,-0.000266203,-0.000266203,-0.000266203,-0.000217343,-0.000217343,-0.000217343,-0.000168516,-0.000168516,-0.000168516,-0.000119688,-0.000119688,-0.000119688,-0.0000709,-0.0000709,-0.0000709,-0.0000221,-0.0000221,-0.0000221,0.0000205,0.0000205,0.0000205,0.0000568,0.0000568,0.0000568,0.0000931,0.0000931,0.0000931,0.00012941,0.00012941,0.00012941,0.000165746,0.000165746,0.000165746,0.000202028,0.000202028,0.000202028,0.000238316,0.000238316,0.000238316,0.000274563,0.000274563,0.000274563,0.000310843,0.000310843,0.000310843,0.000347081,0.000347081,0.000347081,0.000383359,0.000383359,0.000383359,0.000419535,0.000419535,0.000419535,0.0004523,0.0004523,0.0004523,0.000481595,0.000481595,0.000481595,0.000510811,0.000510811,0.000510811,0.000540051,0.000540051,0.000540051,0.000569314,0.000569314,0.000569314,0.000598519,0.000598519,0.000598519,0.000627767,0.000627767,0.000627767,0.000656969,0.000656969,0.000656969,0.000686184,0.000686184,0.000686184,0.000715396,0.000715396,0.000715396,0.000744623,0.000744623,0.000744623,0.0007738,0.0007738,0.0007738,0.000802939,0.000802939,0.000802939,0.000832188,0.000832188,0.000832188,0.000861297,0.000861297,0.000861297,0.000890501,0.000890501,0.000890501,0.000919679,0.000919679,0.000919679,0.000948792,0.000948792,0.000948792,0.000977944,0.000977944,0.000977944,0.0010071,0.0010071,0.0010071,0.00103693,0.00103693,0.00103693,0.001067435,0.001067435,0.001067435,0.001097983,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
51005,BIG_BUSINESS_NSPBO_2017,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
1005,BIG_BUSINESS_NSPBO_2017,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
,BIG_BUSINESS_NSPBO_2017,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
61005,BIG_BUSINESS_NSPBO_2017,ILS,Month,,,,,,,,,,,,,-0.000376226,-0.000376226,-0.000376226,-0.000465672,-0.000465672,-0.000465672,-0.000573869,-0.000573869,-0.000573869,-0.00064416,-0.00064416,-0.00064416,-0.00081027,-0.00081027,-0.00081027,-0.001054047,-0.001054047,-0.001054047,-0.001038645,-0.001038645,-0.001038645,-0.000763405,-0.000763405,-0.000763405,-0.000613281,-0.000613281,-0.000613281,-0.000588444,-0.000588444,-0.000588444,-0.000563621,-0.000563621,-0.000563621,-0.000538787,-0.000538787,-0.000538787,-0.000517755,-0.000517755,-0.000517755,-0.000500501,-0.000500501,-0.000500501,-0.000483245,-0.000483245,-0.000483245,-0.000465989,-0.000465989,-0.000465989,-0.000448747,-0.000448747,-0.000448747,-0.000431489,-0.000431489,-0.000431489,-0.000414249,-0.000414249,-0.000414249,-0.000397011,-0.000397011,-0.000397011,-0.000363929,-0.000363929,-0.000363929,-0.00031507,-0.00031507,-0.00031507,-0.000266203,-0.000266203,-0.000266203,-0.000217343,-0.000217343,-0.000217343,-0.000168516,-0.000168516,-0.000168516,-0.000119688,-0.000119688,-0.000119688,-0.0000709,-0.0000709,-0.0000709,-0.0000221,-0.0000221,-0.0000221,0.0000205,0.0000205,0.0000205,0.0000568,0.0000568,0.0000568,0.0000931,0.0000931,0.0000931,0.00012941,0.00012941,0.00012941,0.000165746,0.000165746,0.000165746,0.000202028,0.000202028,0.000202028,0.000238316,0.000238316,0.000238316,0.000274563,0.000274563,0.000274563,0.000310843,0.000310843,0.000310843,0.000347081,0.000347081,0.000347081,0.000383359,0.000383359,0.000383359,0.000419535,0.000419535,0.000419535,0.0004523,0.0004523,0.0004523,0.000481595,0.000481595,0.000481595,0.000510811,0.000510811,0.000510811,0.000540051,0.000540051,0.000540051,0.000569314,0.000569314,0.000569314,0.000598519,0.000598519,0.000598519,0.000627767,0.000627767,0.000627767,0.000656969,0.000656969,0.000656969,0.000686184,0.000686184,0.000686184,0.000715396,0.000715396,0.000715396,0.000744623,0.000744623,0.000744623,0.0007738,0.0007738,0.0007738,0.000802939,0.000802939,0.000802939,0.000832188,0.000832188,0.000832188,0.000861297,0.000861297,0.000861297,0.000890501,0.000890501,0.000890501,0.000919679,0.000919679,0.000919679,0.000948792,0.000948792,0.000948792,0.000977944,0.000977944,0.000977944,0.0010071,0.0010071,0.0010071,0.00103693,0.00103693,0.00103693,0.001067435,0.001067435,0.001067435,0.001097983,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
12005,BIG_BUSINESS_NSPBO_2017,ILS,Month,,,,,,,,,,,,,-0.000376226,-0.000376226,-0.000376226,-0.000465672,-0.000465672,-0.000465672,-0.000573869,-0.000573869,-0.000573869,-0.00064416,-0.00064416,-0.00064416,-0.00081027,-0.00081027,-0.00081027,-0.001054047,-0.001054047,-0.001054047,-0.001038645,-0.001038645,-0.001038645,-0.000763405,-0.000763405,-0.000763405,-0.000613281,-0.000613281,-0.000613281,-0.000588444,-0.000588444,-0.000588444,-0.000563621,-0.000563621,-0.000563621,-0.000538787,-0.000538787,-0.000538787,-0.000517755,-0.000517755,-0.000517755,-0.000500501,-0.000500501,-0.000500501,-0.000483245,-0.000483245,-0.000483245,-0.000465989,-0.000465989,-0.000465989,-0.000448747,-0.000448747,-0.000448747,-0.000431489,-0.000431489,-0.000431489,-0.000414249,-0.000414249,-0.000414249,-0.000397011,-0.000397011,-0.000397011,-0.000363929,-0.000363929,-0.000363929,-0.00031507,-0.00031507,-0.00031507,-0.000266203,-0.000266203,-0.000266203,-0.000217343,-0.000217343,-0.000217343,-0.000168516,-0.000168516,-0.000168516,-0.000119688,-0.000119688,-0.000119688,-0.0000709,-0.0000709,-0.0000709,-0.0000221,-0.0000221,-0.0000221,0.0000205,0.0000205,0.0000205,0.0000568,0.0000568,0.0000568,0.0000931,0.0000931,0.0000931,0.00012941,0.00012941,0.00012941,0.000165746,0.000165746,0.000165746,0.000202028,0.000202028,0.000202028,0.000238316,0.000238316,0.000238316,0.000274563,0.000274563,0.000274563,0.000310843,0.000310843,0.000310843,0.000347081,0.000347081,0.000347081,0.000383359,0.000383359,0.000383359,0.000419535,0.000419535,0.000419535,0.0004523,0.0004523,0.0004523,0.000481595,0.000481595,0.000481595,0.000510811,0.000510811,0.000510811,0.000540051,0.000540051,0.000540051,0.000569314,0.000569314,0.000569314,0.000598519,0.000598519,0.000598519,0.000627767,0.000627767,0.000627767,0.000656969,0.000656969,0.000656969,0.000686184,0.000686184,0.000686184,0.000715396,0.000715396,0.000715396,0.000744623,0.000744623,0.000744623,0.0007738,0.0007738,0.0007738,0.000802939,0.000802939,0.000802939,0.000832188,0.000832188,0.000832188,0.000861297,0.000861297,0.000861297,0.000890501,0.000890501,0.000890501,0.000919679,0.000919679,0.000919679,0.000948792,0.000948792,0.000948792,0.000977944,0.000977944,0.000977944,0.0010071,0.0010071,0.0010071,0.00103693,0.00103693,0.00103693,0.001067435,0.001067435,0.001067435,0.001097983,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
2005,BIG_BUSINESS_NSPBO_2018,ILS,Month,,,,,,,,,,,,,-0.000376226,-0.000376226,-0.000376226,-0.000465672,-0.000465672,-0.000465672,-0.000573869,-0.000573869,-0.000573869,-0.00064416,-0.00064416,-0.00064416,-0.00081027,-0.00081027,-0.00081027,-0.001054047,-0.001054047,-0.001054047,-0.001038645,-0.001038645,-0.001038645,-0.000763405,-0.000763405,-0.000763405,-0.000613281,-0.000613281,-0.000613281,-0.000588444,-0.000588444,-0.000588444,-0.000563621,-0.000563621,-0.000563621,-0.000538787,-0.000538787,-0.000538787,-0.000517755,-0.000517755,-0.000517755,-0.000500501,-0.000500501,-0.000500501,-0.000483245,-0.000483245,-0.000483245,-0.000465989,-0.000465989,-0.000465989,-0.000448747,-0.000448747,-0.000448747,-0.000431489,-0.000431489,-0.000431489,-0.000414249,-0.000414249,-0.000414249,-0.000397011,-0.000397011,-0.000397011,-0.000363929,-0.000363929,-0.000363929,-0.00031507,-0.00031507,-0.00031507,-0.000266203,-0.000266203,-0.000266203,-0.000217343,-0.000217343,-0.000217343,-0.000168516,-0.000168516,-0.000168516,-0.000119688,-0.000119688,-0.000119688,-0.0000709,-0.0000709,-0.0000709,-0.0000221,-0.0000221,-0.0000221,0.0000205,0.0000205,0.0000205,0.0000568,0.0000568,0.0000568,0.0000931,0.0000931,0.0000931,0.00012941,0.00012941,0.00012941,0.000165746,0.000165746,0.000165746,0.000202028,0.000202028,0.000202028,0.000238316,0.000238316,0.000238316,0.000274563,0.000274563,0.000274563,0.000310843,0.000310843,0.000310843,0.000347081,0.000347081,0.000347081,0.000383359,0.000383359,0.000383359,0.000419535,0.000419535,0.000419535,0.0004523,0.0004523,0.0004523,0.000481595,0.000481595,0.000481595,0.000510811,0.000510811,0.000510811,0.000540051,0.000540051,0.000540051,0.000569314,0.000569314,0.000569314,0.000598519,0.000598519,0.000598519,0.000627767,0.000627767,0.000627767,0.000656969,0.000656969,0.000656969,0.000686184,0.000686184,0.000686184,0.000715396,0.000715396,0.000715396,0.000744623,0.000744623,0.000744623,0.0007738,0.0007738,0.0007738,0.000802939,0.000802939,0.000802939,0.000832188,0.000832188,0.000832188,0.000861297,0.000861297,0.000861297,0.000890501,0.000890501,0.000890501,0.000919679,0.000919679,0.000919679,0.000948792,0.000948792,0.000948792,0.000977944,0.000977944,0.000977944,0.0010071,0.0010071,0.0010071,0.00103693,0.00103693,0.00103693,0.001067435,0.001067435,0.001067435,0.001097983,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
51005,BIG_BUSINESS_NSPBO_2018,ILS,Month,-0.000188137,-0.000188137,-0.000188137,-0.000224318,-0.000224318,-0.000224318,-0.000292309,-0.000292309,-0.000292309,-0.000213574,-0.000213574,-0.000213574,-0.000143578,-0.000143578,-0.000143578,-0.000223871,-0.000223871,-0.000223871,-0.000231051,-0.000231051,-0.000231051,-0.000165123,-0.000165123,-0.000165123,-0.0000623,-0.0000623,-0.0000623,0.0000773,0.0000773,0.0000773,0.000216878,0.000216878,0.000216878,0.000356311,0.000356311,0.000356311,0.000477191,0.000477191,0.000477191,0.000579514,0.000579514,0.000579514,0.000681742,0.000681742,0.000681742,0.000783912,0.000783912,0.000783912,0.000885989,0.000885989,0.000885989,0.000987968,0.000987968,0.000987968,0.001089887,0.001089887,0.001089887,0.001191712,0.001191712,0.001191712,0.001249319,0.001249319,0.001249319,0.001262768,0.001262768,0.001262768,0.001276284,0.001276284,0.001276284,0.00128983,0.00128983,0.00128983,0.00130339,0.00130339,0.00130339,0.001317006,0.001317006,0.001317006,0.001330614,0.001330614,0.001330614,0.00134426,0.00134426,0.00134426,0.001369199,0.001369199,0.001369199,0.001405424,0.001405424,0.001405424,0.00144165,0.00144165,0.00144165,0.001477879,0.001477879,0.001477879,0.001514051,0.001514051,0.001514051,0.001550286,0.001550286,0.001550286,0.001586439,0.001586439,0.001586439,0.001622646,0.001622646,0.001622646,0.001658795,0.001658795,0.001658795,0.001694966,0.001694966,0.001694966,0.001731103,0.001731103,0.001731103,0.001767262,0.001767262,0.001767262,0.001792116,0.001792116,0.001792116,0.001805656,0.001805656,0.001805656,0.001819242,0.001819242,0.001819242,0.001832796,0.001832796,0.001832796,0.001846389,0.001846389,0.001846389,0.001860007,0.001860007,0.001860007,0.001873574,0.001873574,0.001873574,0.00188715,0.00188715,0.00188715,0.001900785,0.001900785,0.001900785,0.001914357,0.001914357,0.001914357,0.001927971,0.001927971,0.001927971,0.001941561,0.001941561,0.001941561,0.001955174,0.001955174,0.001955174,0.001968812,0.001968812,0.001968812,0.001982375,0.001982375,0.001982375,0.001996023,0.001996023,0.001996023,0.002009646,0.002009646,0.002009646,0.002023209,0.002023209,0.002023209,0.002036866,0.002036866,0.002036866,0.002050481,0.002050481,0.002050481,0.002064105,0.002064105,0.002064105,0.002077836,0.002077836,0.002077836,0.00209152,0.00209152,0.00209152,0.002105197,0.002105197,0.002105197,0.002118907,0.002118907,0.002118907,0.002132633,0.002132633,0.002132633,0.002146357,,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828,0.01793828
