run_number,ifrs_17_group,underlying_group,variable,run_step,currency
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_FUT_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_FUT_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_FUT_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_FUT_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_FUT_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_FUT_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_VAR_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_VAR_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_VAR_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_VAR_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_VAR_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_E_VAR_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_IC_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_IC_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_IC_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_IC_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_BEL_IC_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_BEL_IC_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_RA_LIC_BOP,LIC_INTEREST_ACCRETION,
,,,CF_RA_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_RA_LIC_EOP,LIC_INTEREST_ACCRETION,
,,,CF_RA_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,
,,,CF_RA_LIC_MOP,LIC_INTEREST_ACCRETION,
,,,CF_RA_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_B_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_B_VAR_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_E_FUT_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_E_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_E_VAR_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_IC_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_BEL_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_LIC,LIC_INTEREST_ACCRETION,
,,,DELTA_RA_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_B_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_B_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_B_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_B_VAR_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_B_VAR_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_B_VAR_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_FUT_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_FUT_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_FUT_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_VAR_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_VAR_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_CUSTOM_OTHER_VAR_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_E_FUT_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_E_FUT_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_E_FUT_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_E_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_E_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_E_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_E_VAR_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_E_VAR_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_E_VAR_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_IC_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_IC_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IBEL_IC_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,IBEL_LIC,LIC_INTEREST_ACCRETION,
,,,IBEL_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,ILIC,LIC_INTEREST_ACCRETION,
,,,ILIC_SUM,LIC_INTEREST_ACCRETION,
,,,IRA_LIC,LIC_INTEREST_ACCRETION,
,,,IRA_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,
,,,IRA_LIC_SUM,LIC_INTEREST_ACCRETION,
,,,LIC,LIC_INTEREST_ACCRETION,
,,,RA_LIC,LIC_INTEREST_ACCRETION,
,,,BEL_B_LIC,LIC_FCF_RELEASE,
,,,BEL_B_VAR_LIC,LIC_FCF_RELEASE,
,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_FCF_RELEASE,
,,,BEL_CUSTOM_OTHER_LIC,LIC_FCF_RELEASE,
,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_FCF_RELEASE,
,,,BEL_E_FUT_LIC,LIC_FCF_RELEASE,
,,,BEL_E_LIC,LIC_FCF_RELEASE,
,,,BEL_E_VAR_LIC,LIC_FCF_RELEASE,
,,,BEL_IC_LIC,LIC_FCF_RELEASE,
,,,BEL_LIC,LIC_FCF_RELEASE,
,,,CF_BEL_B_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_B_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_B_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_B_VAR_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_B_VAR_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_B_VAR_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_FUT_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_FUT_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_FUT_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_VAR_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_VAR_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_E_VAR_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_BEL_IC_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_BEL_IC_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_BEL_IC_LIC_MOP,LIC_FCF_RELEASE,
,,,CF_RA_LIC,LIC_FCF_RELEASE,
,,,CF_RA_LIC_BOP,LIC_FCF_RELEASE,
,,,CF_RA_LIC_EOP,LIC_FCF_RELEASE,
,,,CF_RA_LIC_MOP,LIC_FCF_RELEASE,
,,,DELTA_BEL_B_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_B_VAR_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_E_FUT_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_E_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_E_VAR_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_IC_LIC,LIC_FCF_RELEASE,
,,,DELTA_BEL_LIC,LIC_FCF_RELEASE,
,,,DELTA_LIC,LIC_FCF_RELEASE,
,,,DELTA_RA_LIC,LIC_FCF_RELEASE,
,,,EXP_B_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_B_PAID_CUR,LIC_FCF_RELEASE,
,,,EXP_B_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_B_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_B_VAR_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_B_VAR_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_B_VAR_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_FUT_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_FUT_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_FUT_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_VAR_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_VAR_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_CUSTOM_OTHER_VAR_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_E_FUT_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_E_FUT_PAID_CUR,LIC_FCF_RELEASE,
,,,EXP_E_FUT_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_E_FUT_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_E_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_E_PAID_CUR,LIC_FCF_RELEASE,
,,,EXP_E_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_E_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_E_VAR_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_E_VAR_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_E_VAR_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_IC_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_IC_PAID_PAST_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_IC_PAID_PAST_SUM,LIC_FCF_RELEASE,
,,,EXP_PAID_PAST,LIC_FCF_RELEASE,
,,,EXP_RA_LIC_RELEASE,LIC_FCF_RELEASE,
,,,EXP_RA_LIC_RELEASE_FX_IMPACT,LIC_FCF_RELEASE,
,,,EXP_RA_LIC_RELEASE_SUM,LIC_FCF_RELEASE,
,,,LIC,LIC_FCF_RELEASE,
,,,RA_LIC,LIC_FCF_RELEASE,
,,,B_PAID,LIC_CF_VARIANCE,
,,,B_PAID_CUR,LIC_CF_VARIANCE,
,,,B_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,B_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,B_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,B_PAID_PAST,LIC_CF_VARIANCE,
,,,B_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,B_VAR_PAID,LIC_CF_VARIANCE,
,,,B_VAR_PAID_CUR,LIC_CF_VARIANCE,
,,,B_VAR_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,B_VAR_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,B_VAR_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,B_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,B_VAR_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID_CUR,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID_PAST,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_FUT_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID_CUR,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID_PAST,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID_CUR,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,CUSTOM_OTHER_VAR_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_B_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_B_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_B_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_B_VAR_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_CUSTOM_OTHER_FUT_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_CUSTOM_OTHER_FUT_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_CUSTOM_OTHER_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_CUSTOM_OTHER_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_CUSTOM_OTHER_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_CUSTOM_OTHER_VAR_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_E_FUT_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_E_FUT_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_E_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_E_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_E_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_E_VAR_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_IC_PAID_PAST,LIC_CF_VARIANCE,
,,,DELTA_IC_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,DELTA_PAID_PAST,LIC_CF_VARIANCE,
,,,E_FUT_PAID,LIC_CF_VARIANCE,
,,,E_FUT_PAID_CUR,LIC_CF_VARIANCE,
,,,E_FUT_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_FUT_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,E_FUT_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_FUT_PAID_PAST,LIC_CF_VARIANCE,
,,,E_FUT_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_PAID,LIC_CF_VARIANCE,
,,,E_PAID_CUR,LIC_CF_VARIANCE,
,,,E_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,E_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_PAID_PAST,LIC_CF_VARIANCE,
,,,E_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_VAR_PAID,LIC_CF_VARIANCE,
,,,E_VAR_PAID_CUR,LIC_CF_VARIANCE,
,,,E_VAR_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_VAR_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,E_VAR_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,E_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,E_VAR_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,EXP_B_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_B_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,EXP_B_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_CUSTOM_OTHER_FUT_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_CUSTOM_OTHER_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_CUSTOM_OTHER_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_E_FUT_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_E_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_E_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,EXP_E_VAR_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_IC_PAID_PAST,LIC_CF_VARIANCE,
,,,EXP_IC_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,EXP_PAID_PAST,LIC_CF_VARIANCE,
,,,IC_PAID,LIC_CF_VARIANCE,
,,,IC_PAID_CUR,LIC_CF_VARIANCE,
,,,IC_PAID_CUR_FX_IMPACT,LIC_CF_VARIANCE,
,,,IC_PAID_CUR_SUM,LIC_CF_VARIANCE,
,,,IC_PAID_FX_IMPACT,LIC_CF_VARIANCE,
,,,IC_PAID_PAST,LIC_CF_VARIANCE,
,,,IC_PAID_PAST_FX_IMPACT,LIC_CF_VARIANCE,
,,,PAID_PAST,LIC_CF_VARIANCE,
,,,BEL_B_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_B_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_CUSTOM_OTHER_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_E_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_E_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_E_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_IC_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_B_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_B_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_E_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_E_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_E_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_IC_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_BEL_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,DELTA_RA_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,RA_LIC,LIC_CHANGE_IN_ESTIMATES_PS_ISE_EOP,
,,,BEL_B_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_B_VAR_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_CUSTOM_OTHER_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_E_FUT_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_E_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_E_VAR_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_IC_LIC,LIC_CHANGE_IN_RNP,
,,,BEL_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_B_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_B_VAR_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_E_FUT_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_E_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_E_VAR_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_IC_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_BEL_LIC,LIC_CHANGE_IN_RNP,
,,,DELTA_LIC,LIC_CHANGE_IN_RNP,
,,,LIC,LIC_CHANGE_IN_RNP,
,,,BEL_B_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_B_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_CUSTOM_OTHER_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_E_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_E_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_E_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_IC_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_B_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_B_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
