run_number,ifrs_17_group,underlying_group,variable,run_step,currency
,,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_E_FUT_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_E_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_E_VAR_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_IC_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_BEL_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,DELTA_RA_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,RA_LIC,LIC_CHANGE_IN_ESTIMATES_FINANCIAL_RISK_EOP,
,,,BEL_B_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_B_VAR_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_CUSTOM_OTHER_FUT_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_CUSTOM_OTHER_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_CUSTOM_OTHER_VAR_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_E_FUT_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_E_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_E_VAR_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_IC_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_LIC,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_B_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_B_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_B_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_B_VAR_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_B_VAR_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_B_VAR_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_FUT_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_FUT_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_FUT_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_VAR_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_VAR_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_E_VAR_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_IC_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_IC_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_BEL_IC_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_RA_LIC_BOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_RA_LIC_EOP,PAA_CHANGE_IN_DR_EOP,
,,,CF_RA_LIC_MOP,PAA_CHANGE_IN_DR_EOP,
,,,LIC,PAA_CHANGE_IN_DR_EOP,
,,,RA_LIC,PAA_CHANGE_IN_DR_EOP,
,,,BEL_B_LIC,LIC_CLOSING_CURRENT,
,,,BEL_B_VAR_LIC,LIC_CLOSING_CURRENT,
,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_CLOSING_CURRENT,
,,,BEL_CUSTOM_OTHER_LIC,LIC_CLOSING_CURRENT,
,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_CLOSING_CURRENT,
,,,BEL_E_FUT_LIC,LIC_CLOSING_CURRENT,
,,,BEL_E_LIC,LIC_CLOSING_CURRENT,
,,,BEL_E_VAR_LIC,LIC_CLOSING_CURRENT,
,,,BEL_IC_LIC,LIC_CLOSING_CURRENT,
,,,BEL_LIC,LIC_CLOSING_CURRENT,
,,,CF_BEL_B_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_B_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_B_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_B_VAR_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_B_VAR_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_B_VAR_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_FUT_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_FUT_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_FUT_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_VAR_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_VAR_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_E_VAR_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_IC_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_IC_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_BEL_IC_LIC_MOP,LIC_CLOSING_CURRENT,
,,,CF_RA_LIC_BOP,LIC_CLOSING_CURRENT,
,,,CF_RA_LIC_EOP,LIC_CLOSING_CURRENT,
,,,CF_RA_LIC_MOP,LIC_CLOSING_CURRENT,
,,,LIC,LIC_CLOSING_CURRENT,
,,,RA_LIC,LIC_CLOSING_CURRENT,
