run_number,ifrs_17_group,underlying_group,variable,run_step,currency,2020-09-30,2020-10-31,2020-11-30,2020-12-31
203.0,,,DELTA_BEL_E_VAR_LIC,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_BEL_E_VAR_LIC_FX_IMPACT,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_BEL_IC_LIC,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_BEL_IC_LIC_FX_IMPACT,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_BEL_LIC,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_LIC,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_RA_LIC,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,DELTA_RA_LIC_FX_IMPACT,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
203.0,,,LIC,LIC_CHANGE_IN_DR_SOP,,-307738,0,0,0
203.0,,,RA_LIC,LIC_CHANGE_IN_DR_SOP,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_ACT_RA,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_VAR_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_VAR_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_VAR_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,B_VAR_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_B_LIC,LIC_NC_RECOGNITION,,1186758,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_B_VAR_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_CUSTOM_OTHER_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_E_FUT_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_E_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_E_VAR_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_IC_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_LIC,LIC_NC_RECOGNITION,,1186758,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CF_BEL_B_LIC_BOP,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CF_BEL_B_LIC_EOP,LIC_NC_RECOGNITION,,0,0,0,1382299
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CF_BEL_B_LIC_MOP,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CF_BEL_E_LIC_BOP,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CF_BEL_E_LIC_EOP,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CF_BEL_E_LIC_MOP,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_ACT_RA,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_FUT_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_FUT_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_FUT_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_FUT_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_VAR_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_VAR_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_VAR_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,CUSTOM_OTHER_VAR_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_B_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_B_VAR_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_E_FUT_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_E_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_E_VAR_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_IC_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_BEL_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,DELTA_RA_LIC,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_ACT_RA,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_FUT_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_FUT_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_FUT_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_FUT_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_VAR_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_VAR_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_VAR_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,E_VAR_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,IC_ACT,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,IC_ACT_BEL,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,IC_ACT_BEL_CUR,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,IC_PAID_CUR_SUM,LIC_NC_RECOGNITION,,0,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,LIC,LIC_NC_RECOGNITION,,1186758,0,0,0
220.0,BAF_BAH_Mort_Burial_2020_Remaining,,RA_LIC,LIC_NC_RECOGNITION,,0,0,0,0
233.0,,,BEL_B_LIC,LIC_NC_TO_IF,,919159,919159,919159,919159
233.0,,,BEL_B_VAR_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_CUSTOM_OTHER_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_E_FUT_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_E_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_E_VAR_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_IC_LIC,LIC_NC_TO_IF,,0,0,0,0
233.0,,,BEL_LIC,LIC_NC_TO_IF,,919159,919159,919159,919159
233.0,,,CF_BEL_B_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_B_LIC_EOP,LIC_NC_TO_IF,,0,0,0,1382299
233.0,,,CF_BEL_B_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_B_VAR_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_B_VAR_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_B_VAR_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_FUT_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_FUT_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_FUT_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_VAR_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_VAR_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_E_VAR_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_IC_LIC_BOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_IC_LIC_EOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,CF_BEL_IC_LIC_MOP,LIC_NC_TO_IF,,0,0,0,0
233.0,,,LIC,LIC_NC_TO_IF,,879020,879020,879020,879020
233.0,,,RA_LIC,LIC_NC_TO_IF,,-40139,-40139,-40139,-40139
235.0,,,BEL_B_LIC,LIC_INTEREST_ACCRETION,,919159,919159,919159,919159
235.0,,,BEL_B_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_CUSTOM_OTHER_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_E_FUT_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_E_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_E_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_IC_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,BEL_LIC,LIC_INTEREST_ACCRETION,,919159,919159,919159,919159
235.0,,,CF_BEL_B_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_VAR_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_VAR_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_VAR_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_VAR_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_VAR_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_B_VAR_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_FUT_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_CUSTOM_OTHER_VAR_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_FUT_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_FUT_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_FUT_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_FUT_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_FUT_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_FUT_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_VAR_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_VAR_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_VAR_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_VAR_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_VAR_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_E_VAR_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_IC_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_IC_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_IC_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_IC_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_IC_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_BEL_IC_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_RA_LIC_BOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_RA_LIC_BOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_RA_LIC_EOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_RA_LIC_EOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_RA_LIC_MOP,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,CF_RA_LIC_MOP_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_B_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_B_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_CUSTOM_OTHER_FUT_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_CUSTOM_OTHER_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_CUSTOM_OTHER_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_E_FUT_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_E_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_E_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_IC_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_BEL_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,DELTA_RA_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_B_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_B_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_B_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_B_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_B_VAR_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_B_VAR_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_FUT_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_FUT_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_FUT_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_VAR_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_CUSTOM_OTHER_VAR_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_FUT_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_FUT_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_FUT_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_VAR_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_VAR_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_E_VAR_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_IC_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_IC_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_IC_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IBEL_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,ILIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,ILIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IRA_LIC,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IRA_LIC_FX_IMPACT,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,IRA_LIC_SUM,LIC_INTEREST_ACCRETION,,0,0,0,0
235.0,,,LIC,LIC_INTEREST_ACCRETION,,879020,879020,879020,879020
235.0,,,RA_LIC,LIC_INTEREST_ACCRETION,,-40139,-40139,-40139,-40139
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_B_LIC,LIC_FCF_RELEASE,,0,919159,919159,-463140
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_B_VAR_LIC,LIC_FCF_RELEASE,,0,0,0,0
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_CUSTOM_OTHER_FUT_LIC,LIC_FCF_RELEASE,,0,0,0,0
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_CUSTOM_OTHER_LIC,LIC_FCF_RELEASE,,0,0,0,0
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_CUSTOM_OTHER_VAR_LIC,LIC_FCF_RELEASE,,0,0,0,0
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_E_FUT_LIC,LIC_FCF_RELEASE,,0,0,0,0
241.0,BAF_BAH_Mort_Burial_2020_Remaining,,BEL_E_LIC,LIC_FCF_RELEASE,,0,0,0,0
